source,target,weight,parent_user,source_is_replier,target_is_replier
JG001016,1Sondo,1,aoc,True,False
JG001016,CoinFlipperDude,1,aoc,True,False
JGnft_is_me,DianaforQueens,1,aoc,True,False
JH4154118797453,SenateDems,1,aoc,True,False
JHillPhD,EricLDaugh,1,trump,True,False
JIdoreyin88966,Slothspepe,1,trump,True,False
JMyo77,TheErikHerman,1,aoc,True,False
JP1250478045100,ADevotedYogi,1,trump,True,False
JP47444299,SenateDems,1,aoc,True,False
JP_Finlays_Ears,SenateDems,1,aoc,True,False
JPeterjohn_,Yemenimilitary,1,trump,True,False
JPicton43630,SenateDems,2,aoc,True,False
JPicton43630,pattycake49246,2,aoc,True,True
JRedDvlDog601,ChrisNyamabo,1,aoc,True,False
JRierd67225,charlene3373,1,trump,True,False
JRierd67225,elsie1920,1,trump,True,False
JRierd67225,stockbella,2,trump,True,False
JSConstitution,Ewornek43,1,trump,True,True
JSConstitution,PatriotXV11,1,trump,True,False
JSGleason136245,ArnulfoCarden17,1,aoc,True,False
JS_footballHER,Jim_Jordan,1,aoc,True,False
JS_footballHER,OhioState,1,aoc,True,False
JS_footballHER,TeamAOC,1,aoc,True,False
JSheaker13,jammles9,1,aoc,True,False
JVaughn88832,BrilynHollyhand,1,trump,True,False
JWillsVoteBlue,DelgadoforNY,1,aoc,True,False
JWillsVoteBlue,DianaforQueens,1,aoc,True,False
J_Valentyn,StephenM,1,trump,True,False
Jacinth80443911,Gr8ful_3,1,aoc,True,True
JackCade37,Yemenimilitary,2,trump,True,False
JackS3360,GovMikeHuckabee,1,trump,True,False
JackS3360,IvankaNews_,1,trump,True,False
JackS3360,iamshalabhkumar,1,trump,True,False
JacksLeftBall,Dank_Godfather,1,trump,True,False
JacksLeftBall,NV_MAGA_DAD,2,trump,True,False
JacksLeftBall,krassenstein,2,trump,True,False
Jacquel90193349,RpsAgainstTrump,1,trump,True,False
JamesCopel73421,SenateDems,1,aoc,True,False
JamesDavis41229,F15Synch,1,trump,True,False
JamesFrank4501,VideoGuy67,1,aoc,True,False
JamesLalremrua1,Matthewtravis08,1,trump,True,False
JamesOppy2,CKNfun,1,trump,True,False
JamesOppy2,ConnorPurcell13,1,trump,True,False
JamesOppy2,GuntherEagleman,10,trump,True,False
JamesOppy2,KLeavittNews,1,trump,True,False
JamesOppy2,PaulShe70783076,1,trump,True,False
JamesOppy2,Type07Safety,1,trump,True,False
JamesOppy2,WarrenCWade,1,trump,True,False
JamesOppy2,deverwon,1,trump,True,False
JamesOppy2,gimmeth_atbecky,2,trump,True,False
JamesOppy2,loriegillespie,1,trump,True,False
JamesOppy2,redrotties1,1,trump,True,False
JamesRe4741252,CeoMusk_34531,1,trump,True,False
JamesSessions1,DianaforQueens,1,aoc,True,False
JamesSessions1,leftcoastindy,1,aoc,True,True
Jamesjr8888,SenateDems,1,aoc,True,False
JamieStoneXXX,SenateDems,1,aoc,True,False
JanKosFuller,hayseed_mcgee,1,aoc,True,False
JanKosFuller,robbystarbuck,6,aoc,True,False
JanKosFuller,sueann1101,4,aoc,True,True
Jane19891004,Antonina0811,1,aoc,True,False
Jane19891004,DianaforQueens,2,aoc,True,False
Jane19891004,Martiep5ub,2,aoc,True,True
JanssenJh,LtJackfromOhio,2,aoc,True,True
Jason6318115279,mattvanswol,1,trump,True,False
Jason8164439078,SenateDems,1,aoc,True,False
JasonsCrypto,KAGdrogo,1,trump,True,False
JasonsCrypto,Yemenimilitary,1,trump,True,False
Jaxinthejungle,PapapasRevenge,1,trump,True,True
Jaxinthejungle,SeanCamp99,1,trump,True,True
Jaxinthejungle,Trump_Regrets,1,trump,True,False
Jay668285834448,_AlexHirsch,1,aoc,True,False
Jay668285834448,apostate21263,1,aoc,True,False
JayDubcity16,SenateDems,1,aoc,True,False
JayMcLe76090860,Ohio_buckeye_us,1,aoc,True,False
JayMcLe76090860,RepFine,1,aoc,True,False
Jay_o111,krassenstein,1,trump,True,False
JayeshP20856132,DianaforQueens,1,aoc,True,False
JayeshP20856132,ICEgov,1,aoc,True,False
JayeshP20856132,SenSchumer,1,aoc,True,False
Jaythewolf1,Darealynsny,1,aoc,True,True
Jaythewolf1,TheSportPigeon,5,aoc,True,True
JazzJB,UKLabour,1,trump,True,False
JazzJB,seadogsimi69,1,trump,True,False
Jean_JVJ_Br,Middle_Eastern0,1,trump,True,False
JebStuartggpa,SenateDems,1,aoc,True,False
JeffAinsworth7,4HumanUnity,1,trump,True,False
JeffAinsworth7,FaeFae63,1,trump,True,True
JeffDensmore87,POdPatriot,1,trump,True,False
JeffreyMar27718,TiredofPCCrap,1,aoc,True,True
Jennife48885982,AngryCaliLib,1,aoc,True,False
Jennife48885982,GuntherEagleman,1,aoc,True,False
Jennife48885982,SenateDems,2,aoc,True,False
JennyfromtheGOP,DianaforQueens,1,aoc,True,False
JeriHold,GearsOfWar327,2,trump,True,False
JeriHold,NotaRINO2025,3,trump,True,False
Jerry37344094,BonSi35115,1,aoc,True,False
Jes3CAgrl4Life1,GuntherEagleman,1,trump,True,False
Jes3CAgrl4Life1,LionnessMamma,1,trump,True,True
JessKelly333,77_willl,1,aoc,True,True
JessKelly333,TimRunsHisMouth,1,aoc,True,False
JesseArms1,GuntherEagleman,2,aoc,True,False
JesseArms1,SenateDems,5,aoc,True,False
JesseArms1,TerriandToddXO,1,aoc,True,False
JesseArms1,byronlacroix,1,aoc,True,False
JesseArms1,stannny71,1,aoc,True,False
JesseArms1,usefulidiots26,1,aoc,True,False
JessePilko,AlboMP,1,trump,True,False
JessicaFou87383,ScottCrisp51777,2,trump,True,False
JetFuelOG,SAIFRASHID2,1,trump,True,False
JetFuelOG,dwp9470,1,trump,True,False
JfreeAmerica,DAGToddBlanche,1,aoc,True,False
JfreeAmerica,ErikaC47,1,aoc,True,False
JfreeAmerica,StuAlanBecker,1,aoc,True,False
JfreeAmerica,aliabintsalim2,1,aoc,True,False
JfreeAmerica,natalimorris,1,aoc,True,False
JfreeAmerica,ogiffology,1,aoc,True,False
Jim08642,DianaforQueens,2,aoc,True,False
JimBooiee,thecrussian,2,aoc,True,True
JimCorn26121,harryjsisson,1,aoc,True,False
JimDeetz,SenateDems,1,aoc,True,False
JimMLSsocrfan,magabarron_2416,1,trump,True,False
JimMcCall54,121Banyas,1,trump,True,False
JimPMcAndrew,HighbeeNation1,1,aoc,True,False
JimTryth,SenateDems,1,aoc,True,False
Jimdaddyhall1,kevinnbass,1,aoc,True,False
Jimkirkmemewar,DianaforQueens,3,aoc,True,False
Jimkirkmemewar,SenateDems,1,aoc,True,False
JimmyNutTron1,DidDTrumpDie,1,trump,True,False
JimmyNutTron1,JamieBonkiewicz,1,trump,True,False
JimmyNutTron1,OakSmith2018,1,trump,True,True
JimmyNutTron1,PeacenMEast,1,trump,True,False
JimmyNutTron1,RpsAgainstTrump,1,trump,True,False
JimmyNutTron1,xIsraelExposedx,1,trump,True,True
JoJoBlues316,JeffRoseTV,1,aoc,True,False
JoTrumpCA,jessecox1953,1,trump,True,False
Joanna774111371,JoshuaSteinman,1,trump,True,False
Joanna774111371,acnewsitics,1,trump,True,False
Jody41444373,SenSchumer,1,aoc,True,False
Jody41444373,SenateDems,1,aoc,True,False
JoeGarcia1978,LucienWolfe111,1,trump,True,False
JoeMarz10,ClownWorld,1,aoc,True,False
JoeMarz10,TodThompson,1,aoc,True,False
JoePatriot7,POTUS,1,trump,True,False
JoePatriot7,allgoodmight,1,trump,True,True
JoePatriot7,beardvet,1,trump,True,False
JoePatriot7,goddek,2,trump,True,False
JoePatriot7,grok,1,trump,True,True
JoeProstate,SenateDems,1,aoc,True,False
JoeSchmo7756,hksingh0,1,trump,True,False
JoeSchmoe2949,IchimaruMegumin,1,trump,True,False
JoeSchmoe2949,Yemenimilitary,1,trump,True,False
JoeSnauski,FozonCapital,1,aoc,True,False
JoeSnauski,MeidasTouch,1,aoc,True,False
JoeSnauski,SenateDems,3,aoc,True,False
JoeSnauski,SkyeDawn,1,aoc,True,True
JoeWhit30367397,BCarbajales64,1,trump,True,False
JoelMar89113021,GuntherEagleman,1,aoc,True,False
John06992115643,SenateDems,1,aoc,True,False
John48312058844,saras76,1,trump,True,False
JohnBosher6,SenateDems,1,aoc,True,False
JohnDoles883733,FilmCriticalEye,1,trump,True,False
JohnDoles883733,moment_mirthful,1,trump,True,False
JohnFNStamos,6537Diamond,1,trump,True,False
JohnFNStamos,XLottery_,1,trump,True,False
JohnFNStamos,pmal5098,1,trump,True,False
JohnGlady4,FloridaMC242,1,aoc,True,False
JohnPaulin8930,DianaforQueens,1,aoc,True,False
JohnWha63608407,SenSchumer,1,aoc,True,False
JohnWha63608407,SenateDems,1,aoc,True,False
JohnWil18569368,SenSchumer,1,aoc,True,False
JohnWil18569368,SenateDems,1,aoc,True,False
JohnnyM45462797,KMagadonian,1,aoc,True,False
JohnnyM45462797,tennismd7,1,aoc,True,True
JohnnyMurica,co3blue,1,aoc,True,True
JohnnyPeppa,IDESPISETWITS,1,aoc,True,False
JohnnyPeppa,leftcoastbabe,1,aoc,True,False
JohnsonHug34031,SenateDems,1,aoc,True,False
Johny_Bender,SenateDems,1,aoc,True,False
Jojofyriot,IDGAFYF,1,trump,True,False
Jojofyriot,MrPitbull07,1,trump,True,False
JolieDr42682712,CaminanteLoc0,2,aoc,True,False
JolieDr42682712,brucebanana92,2,aoc,True,True
Jomatha04439502,ChrisNyamabo,1,aoc,True,False
JonCunn89631756,DianaforQueens,1,aoc,True,False
JonHard07660783,BobRowell1,1,aoc,True,True
JonHard07660783,JoeCitizen15,1,aoc,True,True
JonHard07660783,KaizerNYC,1,aoc,True,True
JonSavoyiSwear,PopTartsdSmores,1,aoc,True,True
JonSavoyiSwear,TardSlapper,1,aoc,True,False
JonathanL309586,EliAfriatISR,1,trump,True,False
JonathanRi5592,DjOmegaMVP,1,aoc,True,False
JorgLaube31751,Krzyszt64455392,1,trump,True,False
JorgLaube31751,Urifa99,1,trump,True,False
Jorizz531960,Make_ItMakeSnse,3,trump,True,False
Jorizz531960,Yemenimilitary,3,trump,True,False
Jorizz531960,erase_life,3,trump,True,False
Jorizz531960,ericburton,3,trump,True,True
JormaTakala,sujithk77695135,1,trump,True,False
Jose_rod80,SenateDems,1,aoc,True,False
JosephMcGillic2,AdamacheGibson,1,trump,True,False
JosephMcGillic2,Primrose771646,1,trump,True,False
JosephMcGillic2,S4ever70,1,trump,True,True
JosephMcGillic2,SWhite80943,1,trump,True,False
JosephMcGillic2,WhiteHouse,1,trump,True,False
JosephMcGillic2,yassirstc,1,trump,True,False
JosephSant71854,DianaforQueens,1,aoc,True,False
JoshuaBradner,JulianaNY1965,1,aoc,True,True
JoshuaW71788347,SenateDems,1,aoc,True,False
Jota1081323,dachshundwizard,1,trump,True,False
Jota1081323,grok,2,trump,True,True
JuanBer66413920,s_m_marandi,1,trump,True,False
JudithNorfleet6,FrankDangelo23,1,trump,True,True
Judy_Barnes1,GodandCountryy,1,trump,True,False
Judy_Barnes1,PerryChomyn,1,trump,True,False
Judybilyeu2,SenSchumer,1,aoc,True,False
Judybilyeu2,SenateDems,1,aoc,True,False
JudysLS,SenateDems,1,aoc,True,False
JulesHumphrys,mattvanswol,1,trump,True,False
Julesjewel71285,SenateDems,1,aoc,True,False
JulianaNY1965,JoshuaBradner,1,aoc,True,True
JuneBos333,SenateDems,1,aoc,True,False
JuneBos333,aliabintsalim2,1,aoc,True,False
Jurerudic,Rollup_News,1,trump,True,True
JustMe231879926,FeliceFontaine,1,trump,True,False
JustReviewz,SenateDems,1,aoc,True,False
Juwxtra,robertsepehr,1,trump,True,False
Jverb423,DianaforQueens,1,aoc,True,False
Jwing_watches,RepFine,2,aoc,True,False
K57801Ken,SenateDems,1,aoc,True,False
K84416Kate,SenateDems,1,aoc,True,False
KASH100AD,F15Synch,1,trump,True,False
KBastasini59624,BillyBaldwin,1,trump,True,False
KBastasini59624,SUBRATA30016572,1,trump,True,False
KCKCBeliever,F15Synch,1,trump,True,False
KCKCBeliever,SenateDems,1,aoc,True,False
KG15638816,SenateDems,1,aoc,True,False
KGisselle,thegreatgig8,1,trump,True,True
KGizit,MAGAMisfit,1,trump,True,False
KJisms,HouseDemocrats,1,aoc,True,False
KJisms,SenSchumer,1,aoc,True,False
KJisms,SenateDems,1,aoc,True,False
KJisms,TheDemocrats,1,aoc,True,False
KaiSloan5,GodandCountryy,1,trump,True,False
KaizerNYC,BobRowell1,1,aoc,True,True
KaizerNYC,JoeCitizen15,1,aoc,True,True
KaizerNYC,TheRealShaneEZ,1,aoc,True,True
KarenDavid47792,KurtSchlichter,1,aoc,True,False
KarlPearce25,NotAvgLiberal,1,trump,True,False
KarstenScott86,DianaforQueens,1,aoc,True,False
KatDow55,JoJoFromJerz,1,aoc,True,False
KatLeTel,BlueATLGeorgia,1,trump,True,False
Katarina4,DianaforQueens,1,aoc,True,False
Katarina4,DjOmegaMVP,1,aoc,True,False
Katarina4,KaizerNYC,1,aoc,True,True
Katarina4,Remzyfit1,1,aoc,True,False
KateLeon170093,8l0tD0ntW1p3,1,trump,True,False
KateLeon170093,GuntherEagleman,1,trump,True,False
KathleenLT,StephenM,1,trump,True,False
Kathy41498437,FullaloveM76310,1,trump,True,True
Kathy41498437,SoleilMiral,1,trump,True,True
KathyFo86698808,MatthewJshow,1,trump,True,False
KathyRomeo7,SenateDems,1,aoc,True,False
KathySmith6215,IfSixWere9,1,trump,True,False
KatzStats,RepFine,1,aoc,True,False
KauffmanJaclyn,CrazyVibes_1,1,trump,True,False
KauffmanJaclyn,Defundmedianow,1,trump,True,False
KauffmanJaclyn,TexasRepublic71,1,trump,True,False
KauffmanJaclyn,johnEiid,1,trump,True,False
KauffmanJaclyn,therabbithole,1,trump,True,False
KauffmanJaclyn,viralvideos,1,trump,True,False
KauffmanJaclyn,wdunlap,1,trump,True,False
Kaylrooney55555,CAPatriotProjct,1,trump,True,False
Keds1250878727,4HumanUnity,1,trump,True,False
Keds1250878727,AmyxForCongress,1,trump,True,False
Keds1250878727,CrazyVibes_1,1,trump,True,False
Keds1250878727,EricLDaugh,1,trump,True,False
Keds1250878727,SonofLiberty357,1,trump,True,False
Keds1250878727,moment_mirthful,2,trump,True,False
Keith29412,i7_95wa,1,aoc,True,False
KeithBa22086886,Fedsurrection20,1,trump,True,False
KeithBa22086886,TONYxTWO,1,trump,True,False
KekNative,DoodlesTrks,2,aoc,True,False
KekNative,Gap422,2,aoc,True,False
KekNative,JoulesMinds,2,aoc,True,False
KekNative,Tgmur,2,aoc,True,True
KekNative,_DamnBucky,2,aoc,True,False
KekNative,fletch_forTRUMP,2,aoc,True,False
KelvinJPersonMe,SenateDems,1,aoc,True,False
KenKiness,GuntherEagleman,2,aoc,True,False
KenKiness,MAGAmoronBeater,2,aoc,True,False
KenNYbUnchained,HVaxxer,1,aoc,True,True
KenNYbUnchained,thecrussian,1,aoc,True,True
KennethCable6,Junebug7966,1,aoc,True,False
KentVogl,SenSchumer,3,aoc,True,False
KentVogl,SenateDems,3,aoc,True,False
KevinMille35163,R0sedean,1,trump,True,False
KevinTheFatKid,SenateDems,1,aoc,True,False
Kground3,SenateDems,1,aoc,True,False
KhanOffchain,ABCDEFxyz88,1,trump,True,False
KhanOffchain,LaunchOnPump,1,trump,True,True
KhanOffchain,X,2,trump,True,False
KhanOffchain,grok,2,trump,True,True
KhanOffchain,launchonpump,1,trump,True,True
Ki_Ch_Y,SenSchumer,1,aoc,True,False
Ki_Ch_Y,SenateDems,1,aoc,True,False
Kikuch1yo,Txu4547,1,aoc,True,True
Kilroy5443,SenateDems,1,aoc,True,False
KimPort42277714,FrankDangelo23,1,trump,True,True
Kimberleycorp,Susan_manag,1,trump,True,False
Kitty_Mama20,SenateDems,1,aoc,True,False
KlingonCome,grok,2,trump,True,True
KnottChu,Ahmed_hassan_za,1,trump,True,False
KnottChu,Middle_Eastern0,1,trump,True,False
KnottChu,RealScottRitter,1,trump,True,False
KnottChu,georgegalloway,1,trump,True,False
Knsberbice,DonaldJfcTrump,1,trump,True,False
KoningBarbosa,k_ovfefe2,1,trump,True,False
Kosmo_Ken,Demosth29104528,1,aoc,True,True
Kosmo_Ken,SenateDems,1,aoc,True,False
KraigNJ66,SenateDems,1,aoc,True,False
KraigNJ66,TinaSmithMN,1,aoc,True,False
KrissDK2,Nick11894,1,trump,True,True
KroenkeFC1,ellavic92,1,trump,True,False
Krypto_Kev_45,saras76,1,aoc,True,False
KuilaSantu40897,zama,1,trump,True,False
LAGatorGal,SenateDems,1,aoc,True,False
LCybularz,SenateDems,1,aoc,True,False
LEOTHELIPPY1,DianaforQueens,1,aoc,True,False
LG4LG,RepFine,1,aoc,True,False
LG4LG,janinedigi,1,aoc,True,True
LG4LG,realMaalouf,1,aoc,True,False
LLeRose17,SenateDems,1,aoc,True,False
LM38667575,NotaRINO2025,1,trump,True,False
LOZ416,ABC7Chicago,1,aoc,True,False
LOZ416,latimes,1,aoc,True,False
LOZ416,nytimes,1,aoc,True,False
LRR1975,SenateDems,1,aoc,True,False
LVALE422901,DonaldTrump,1,trump,True,False
LVALE422901,PressSec,1,trump,True,False
LYourkowski,SenateDems,1,aoc,True,False
LaCima58090539,ecgberht,1,aoc,True,True
LaceysPeople,TheDemocrats,1,aoc,True,False
LadybugCornell,JackPosobiec,1,trump,True,False
LadybugCornell,Sol_Invictus66,1,trump,True,False
LairBear0102,CV_Dalcher,1,aoc,True,True
Landomovingfast,Nick11894,1,trump,True,True
LangleyElla57,AaronHandy59267,1,trump,True,False
LangleyElla57,Airborne_Potato,1,trump,True,False
LangleyElla57,FaceLikeFlint66,1,trump,True,True
LangleyElla57,Fedro6548,1,trump,True,False
LangleyElla57,GearoidNevin,1,trump,True,True
LangleyElla57,Leona10379Brian,1,trump,True,False
LangleyElla57,Pikewich2,1,trump,True,True
LangleyElla57,RobThorton6,1,trump,True,False
LangleyElla57,ShawnSmith88089,1,trump,True,False
LangleyElla57,ZacharyPor67976,1,trump,True,False
LangleyElla57,activepatr,1,trump,True,False
LangleyElla57,carrieri_thomas,1,trump,True,True
LangleyElla57,djohn101,1,trump,True,True
LangleyElla57,duman_mike1968,1,trump,True,True
LangleyElla57,khamenei_ir,1,trump,True,False
LangleyElla57,manuelg0427,1,trump,True,True
LangleyElla57,mickg021,1,trump,True,False
LangleyElla57,parent_divorced,1,trump,True,True
LangleyElla57,parra_josh28371,1,trump,True,True
LangleyElla57,rickmyerscough,1,trump,True,True
LangleyElla57,t0mahwk,1,trump,True,False
Lapo13,Isabel90188740,1,aoc,True,False
LarkinWarren,JoyLaird55688,1,aoc,True,False
Larry2bags,DianaforQueens,1,aoc,True,False
LarrytheBruce,SenateDems,1,aoc,True,False
Larz551935,SenateDems,1,aoc,True,False
LasVegasRounder,RepFine,1,aoc,True,False
LasVegasRounder,SteveInmanUIC,1,aoc,True,False
LaunchOnPump,LaunchOnBags,1,trump,True,False
LaunchOnPump,wired_Avax,1,trump,True,False
LauraBowen71534,DianaforQueens,1,aoc,True,False
LauraBowen71534,WAServers,1,aoc,True,True
LaurieDeva76273,DianaforQueens,1,aoc,True,False
LavenderRouge,SenateDems,1,aoc,True,False
Law814D,JeffRoseTV,1,aoc,True,False
LawhiLeonard2,SenateDems,1,aoc,True,False
Lawlerscott03,SenateDems,1,aoc,True,False
Lebl53326Sherry,dizalifornia,1,trump,True,False
Lebl53326Sherry,nic0polito,1,trump,True,False
LeddZeppyx2s,SimonaMangiante,1,trump,True,True
Lee37683,SenateDems,1,aoc,True,False
LeeXY25,SenateDems,1,aoc,True,False
LefortPhilip,Kobie3408,1,aoc,True,False
LefortPhilip,RepFine,1,aoc,True,False
LefortPhilip,X_StrayDog1,1,aoc,True,False
LefortPhilip,arclumination,1,aoc,True,True
LemonLamplight,ChrisNyamabo,1,aoc,True,False
LemonLamplight,JarJarDankz,1,aoc,True,False
LesMahler2841,SenateDems,1,aoc,True,False
LetsgoB95798548,F15Synch,1,trump,True,False
LetsgoB95798548,critterdude,1,trump,True,False
LewickiLib21260,teapartytempest,1,aoc,True,True
Lexarusa,ChairmanWhatley,1,trump,True,False
Lexarusa,IngrahamAngle75,1,trump,True,False
Lexarusa,POTUS,1,trump,True,False
Lexarusa,RepMTG,1,trump,True,False
Lexarusa,RepPfluger,1,trump,True,False
Lexarusa,RepRonnyJackson,1,trump,True,False
Lexarusa,RepThomasMassie,1,trump,True,False
Lexarusa,RobertKennedyJr,1,trump,True,False
Lexarusa,RogerMarshallMD,1,trump,True,False
Lexarusa,SecDef,1,trump,True,False
Lexarusa,SecScottBessent,1,trump,True,False
Lexarusa,SenRonJohnson,1,trump,True,False
Lexarusa,SenTuberville,1,trump,True,False
LeyvaNango,DianaforQueens,1,aoc,True,False
LiVito69,SenateDems,1,aoc,True,False
LiamHea20900898,Yemenimilitary,1,trump,True,False
Lianes_12,drefanzor,1,trump,True,False
LibDestroyer45,BlueATLGeorgia,1,trump,True,False
LibDestroyer45,StephenM,1,trump,True,False
LibDestroyer45,krassenstein,1,trump,True,False
LibsAreTyrants,officialellymay,1,aoc,True,False
LikeItsFortKnox,Mi111R,1,trump,True,False
LikeItsFortKnox,ZherkaOfficial,1,trump,True,False
LilianaedithU2,SenateDems,1,aoc,True,False
Lilithsgrrl,COMM_NOTED,6,aoc,True,True
Lilithsgrrl,Double_Anarchy3,6,aoc,True,False
Lilithsgrrl,GuntherEagleman,6,aoc,True,False
Lilithsgrrl,SenateDems,6,aoc,True,False
Linda624041714,LauraBr73518600,1,aoc,True,False
Linda624041714,data_republican,1,aoc,True,False
LinkHale,Shanna__Bylka,1,trump,True,False
LionnessMamma,BeYourOwnSpark,1,trump,True,False
LionnessMamma,GuntherEagleman,2,trump,True,False
LionnessMamma,Jes3CAgrl4Life1,1,trump,True,True
LionnessMamma,_iamblakeley,1,trump,True,False
LionnessMamma,amitylee13,1,trump,True,False
LionnessMamma,mattvanswol,1,trump,True,False
LionnessMamma,stockbella,1,trump,True,False
LisaGoe01881181,TheRightMelissa,1,trump,True,False
LisaGoe01881181,k_ovfefe2,3,trump,True,False
LisaLaws22,JordonL61426446,1,trump,True,False
LisaLaws22,Lara_maga47,1,trump,True,False
LisaLaws22,RapidResponse47,1,trump,True,False
LisaRic29195551,SenateDems,1,aoc,True,False
Lisafigo,DidDTrumpDie,1,trump,True,False
Lisafigo,TRUMP_ARMY_,1,trump,True,False
Lisafigo,willdickley82,1,trump,True,False
Lissa4Maga,KGizit,1,trump,True,True
Litsing1Jannine,AprilWineRVA,1,trump,True,False
Litsing1Jannine,IfindRetards,1,trump,True,False
Litsing1Jannine,OneBadDude_,1,trump,True,False
Litsing1Jannine,Op3N_YoUR_3Y3s_,1,trump,True,False
Litsing1Jannine,PATRIOTAIR1,2,trump,True,True
Litsing1Jannine,TRUMP_ARMY_,3,trump,True,False
Litsing1Jannine,k_ovfefe2,2,trump,True,False
Litsing1Jannine,moment_mirthful,1,trump,True,False
LittleKingry0n,IfindRetards,2,trump,True,False
LittleKingry0n,NotaRINO2025,2,trump,True,False
LittleKingry0n,TheMaximumGlove,2,trump,True,True
Liz04050138,DidDTrumpDie,1,trump,True,False
Lk67Lkm,SenSchumer,1,aoc,True,False
Lk67Lkm,SenateDems,1,aoc,True,False
Lo_Scappavia,CricketMaiden88,1,trump,True,False
LoboUrbanoMC,CoinFlipperDude,1,aoc,True,False
Localboob0003,TRUMP_ARMY_,1,trump,True,False
LonghornDavid,FroemelAndy,1,aoc,True,False
LooneyBASZ,WendysMultimed1,1,trump,True,False
LooneyBASZ,grok,2,trump,True,True
LooneyBASZ,outlier_ai_,1,trump,True,False
Lor_blueeyes,Cincinnati_Son,2,trump,True,True
Lord_Radio,saras76,1,trump,True,False
LoriF5674,DianaforQueens,1,aoc,True,False
Lorrain98140369,F15Synch,1,trump,True,False
LoudmouthR,AepokkVulpex,1,aoc,True,True
LoudmouthR,_AlexHirsch,1,aoc,True,False
LouisBa56935033,SenateDems,1,aoc,True,False
Lovelion364024,SenateDems,1,aoc,True,False
Lovesiegra9903,DianaforQueens,1,aoc,True,False
Lovesiegra9903,Foxhound_N10,1,aoc,True,True
Lozza61,RayLangford6119,1,trump,True,True
Lpmc21,SenSchumer,2,aoc,True,False
Lpmc21,SenateDems,1,aoc,True,False
LtJackfromOhio,JanssenJh,1,aoc,True,True
LuannSteph71535,SenateDems,1,aoc,True,False
LuckyMcGee,JeramieSigler,1,aoc,True,True
LuigisLogic,SenateDems,1,aoc,True,False
Lulu25184,SenateDems,1,aoc,True,False
Lunasmith0011,Scott6390188808,1,trump,True,False
LupeVilla19,GuntherEagleman,1,trump,True,False
LupeVilla19,moment_mirthful,1,trump,True,False
LyingMJohnson,1776coldbeers,1,trump,True,False
LyingMJohnson,Emilia__writes,1,trump,True,False
LyingMJohnson,EricLDaugh,1,trump,True,False
LyingMJohnson,GuntherEagleman,2,trump,True,False
LyingMJohnson,PatriotXV11,2,trump,True,False
LyingMJohnson,SUBRATA30016572,1,trump,True,False
LyingMJohnson,TRUMP_ARMY_,2,trump,True,False
LyingMJohnson,lasportenjoyer,1,trump,True,False
LyingMJohnson,saras76,3,trump,True,False
LyleNeal2599417,saras76,1,aoc,True,False
LynnAllen547252,SenSchumer,1,aoc,True,False
LynnAllen547252,SenateDems,1,aoc,True,False
MAGA45RedState,SenateDems,1,aoc,True,False
MFBown,X_StrayDog1,1,aoc,True,False
MFGiardino,ChristinaHambu4,1,trump,True,True
MFGiardino,GodandCountryy,1,trump,True,False
MG6118,Quentin__France,1,trump,True,True
MIckAdler12G,DianaforQueens,2,aoc,True,False
MIckAdler12G,LeftyWinter,1,aoc,True,False
MKNANO1,michael30119600,2,trump,True,False
MKNANO1,oyvindcore,2,trump,True,False
MKNANO1,s_m_marandi,2,trump,True,False
MKNANO1,troypallotto,2,trump,True,False
MKhaaaan1234,grok,1,trump,True,True
MLandstrom2,SenateDems,1,aoc,True,False
MLightwork72107,DTdeadtoday,1,trump,True,False
MLightwork72107,DidDTrumpDie,1,trump,True,False
MLightwork72107,didtrumpdie,1,trump,True,False
MMendel7,SenateDems,1,aoc,True,False
MNguynVn250977,AmericadGreatl,1,trump,True,False
MOStormComing,F15Synch,1,trump,True,False
MS_Haitian,EdKrassen,2,trump,True,False
MS_Haitian,MerichaM70630,1,trump,True,True
MS_Haitian,MotherSusie,1,trump,True,False
MS_Haitian,dana29987,1,trump,True,False
MS_Haitian,krassenstein,1,trump,True,False
MUG_NZT48,EricTrump,1,trump,True,False
MUG_NZT48,Limitless_Token,1,trump,True,False
MUG_NZT48,elonmusk,1,trump,True,False
MUG_NZT48,goozmareli,1,trump,True,False
MaciverClare,NotaRINO2025,1,trump,True,False
Mad63dy,robertsepehr,1,trump,True,False
MadonnaLilB,SenateDems,1,aoc,True,False
MagaUsaAmerica,KaizerNYC,1,aoc,True,True
Magadogmommy,BeckyJB5,1,aoc,True,False
Magadogmommy,CocoJeanne,1,aoc,True,True
Magadogmommy,EllisMcPickle4,1,aoc,True,False
Magadogmommy,EraGem84,1,aoc,True,False
Magadogmommy,GotBadTouched,1,aoc,True,False
Magadogmommy,Hpi48,1,aoc,True,True
Magadogmommy,JakeQ787,1,aoc,True,False
Magadogmommy,RepFine,1,aoc,True,False
Magadogmommy,Roc23211,1,aoc,True,False
Magadogmommy,Segs_Bennedict,1,aoc,True,False
Magadogmommy,SpiritualistTam,1,aoc,True,True
Magadogmommy,TTP2502,1,aoc,True,True
Magadogmommy,Z1300116681,1,aoc,True,False
Magadogmommy,dyl96212177,1,aoc,True,True
Magadogmommy,ixodioxi,3,aoc,True,False
Magadogmommy,jrmckay8,1,aoc,True,False
Magadogmommy,lexilou504,1,aoc,True,False
Magadogmommy,skillet0707,1,aoc,True,False
Magadogmommy,xxxristina423,1,aoc,True,True
